1.572806e+01	2.169535e-01	4.272315e-02	1	3.125098e+01	4.210000e-06	3.145695e+01	0.000000e+00	3.145695e+01	-2.900000e-02	3.150385e+01	0.000000e+00	3.150385e+01	-2.000000e-02	3.155185e+01	1.040000e+03	3.155185e+01	9.921051e+02	3.129806e+01	1.580000e-03	3.134566e+01	3.890000e-02	3.140886e+01	1.250000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.113157533582125	1.0	1.0	0.064582229	0.01274846770792029	1.0	1.0	0.0	2.0	2.0702251e-05	0.0	1.0	41.0	0.06451492	8.2332446e-07	0.0
1.589846e+01	2.203269e-01	4.339346e-02	1	3.174250e+01	4.210000e-06	3.194804e+01	0.000000e+00	3.194804e+01	-2.900000e-02	3.199499e+01	0.000000e+00	3.199499e+01	-2.000000e-02	3.204229e+01	1.040000e+03	3.204229e+01	9.920117e+02	3.180571e+01	1.580000e-03	3.185326e+01	3.890000e-02	3.190014e+01	1.250000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.163157532319019	1.0	1.0	0.065574683	0.0129459334377855	1.0	1.0	0.0	2.0	2.1345659e-05	0.0	1.0	41.0	0.065514401	8.4892548e-07	0.0
1.605706e+01	2.235475e-01	4.404353e-02	1	3.223054e+01	4.210000e-06	3.243164e+01	0.000000e+00	3.243164e+01	-2.900000e-02	3.247787e+01	0.000000e+00	3.247787e+01	-2.000000e-02	3.252491e+01	1.040000e+03	3.252491e+01	9.920517e+02	3.227735e+01	1.580000e-03	3.232363e+01	3.900000e-02	3.236944e+01	1.250000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.213157531055913	1.0	1.0	0.066599816	0.01314043591911382	1.0	1.0	0.0	2.0	2.1998881e-05	0.0	1.0	41.0	0.066513881	8.7515059e-07	0.0
1.621106e+01	2.265465e-01	4.459129e-02	1	3.271377e+01	4.210000e-06	3.290180e+01	0.000000e+00	3.290180e+01	-2.900000e-02	3.294843e+01	0.000000e+00	3.294843e+01	-2.000000e-02	3.299599e+01	1.040000e+03	3.299599e+01	9.920384e+02	3.276035e+01	1.580000e-03	3.280746e+01	3.900000e-02	3.285433e+01	1.250000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.263157529792807	1.0	1.0	0.067574017	0.01333614366551589	1.0	1.0	0.0	2.0	2.2661859e-05	0.0	1.0	41.0	0.067513376	9.011768e-07	0.0
1.638386e+01	2.300422e-01	4.529595e-02	1	3.317017e+01	4.210000e-06	3.340601e+01	0.000000e+00	3.340601e+01	-2.900000e-02	3.345272e+01	0.000000e+00	3.345272e+01	-2.000000e-02	3.349937e+01	1.040000e+03	3.349937e+01	9.920651e+02	3.323294e+01	1.580000e-03	3.329557e+01	3.900000e-02	3.335903e+01	1.250000e-03	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.3131575285297	1.0	1.0	0.068573475	0.01353299274557723	1.0	1.0	0.0	2.0	2.3334665e-05	0.0	1.0	41.0	0.068512857	9.2800434e-07	0.0
1.654026e+01	2.331176e-01	4.588838e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.36305752726912	1.0	1.0	0.069590546	0.01373179391367715	1.0	1.0	0.0	2.0	2.401597e-05	0.0	1.0	41.0	0.069512337	9.5560301e-07	0.0
1.671206e+01	2.365941e-01	4.659685e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.41295752600854	1.0	1.0	0.070569843	0.01392902047114659	1.0	1.0	0.0	2.0	2.4707195e-05	0.0	1.0	41.0	0.070511825	9.829688e-07	0.0
1.686806e+01	2.396848e-01	4.719959e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.462957524745434	1.0	1.0	0.071581393	0.01412369255881962	1.0	1.0	0.0	2.0	2.5409568e-05	0.0	1.0	41.0	0.071511313	1.0109936e-06	0.0
1.702366e+01	2.428405e-01	4.781568e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.512957523482328	1.0	1.0	0.072577663	0.01432044811641663	1.0	1.0	0.0	2.0	2.6121737e-05	0.0	1.0	41.0	0.072510801	1.0393446e-06	0.0
1.718026e+01	2.459235e-01	4.839628e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.562957522219222	1.0	1.0	0.07357458	0.01451812820353859	1.0	1.0	0.0	2.0	2.6843709e-05	0.0	1.0	41.0	0.073510282	1.0681651e-06	0.0
1.732386e+01	2.488576e-01	4.899062e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.612957520956115	1.0	1.0	0.07458359	0.0147114627438391	1.0	1.0	0.0	2.0	2.7575479e-05	0.0	1.0	41.0	0.074509777	1.0972337e-06	0.0
1.749366e+01	2.522234e-01	4.964260e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.662957519693009	1.0	1.0	0.075577743	0.01490867553770342	1.0	1.0	0.0	2.0	2.8317012e-05	0.0	1.0	41.0	0.075509258	1.126764e-06	0.0
1.765126e+01	2.554287e-01	5.030260e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.712957518429903	1.0	1.0	0.07655108	0.01510492959965229	1.0	1.0	0.0	2.0	2.9068398e-05	0.0	1.0	41.0	0.076508746	1.1562987e-06	0.0
1.780866e+01	2.585194e-01	5.088167e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.762857517169323	1.0	1.0	0.077566236	0.01530027794360966	1.0	1.0	0.0	2.0	2.9828034e-05	0.0	1.0	41.0	0.077509567	1.186785e-06	0.0
1.797886e+01	2.618851e-01	5.154280e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.812757515908743	1.0	1.0	0.078571871	0.01549607951245788	1.0	1.0	0.0	2.0	3.0597479e-05	0.0	1.0	41.0	0.078507714	1.2175559e-06	0.0
1.813446e+01	2.650217e-01	5.215623e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.862757514645637	1.0	1.0	0.079556465	0.01569615868437624	1.0	1.0	0.0	2.0	3.137832e-05	0.0	1.0	41.0	0.079507194	1.2487309e-06	0.0
1.830906e+01	2.685670e-01	5.285783e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.91275751338253	1.0	1.0	0.080555499	0.01589087578812959	1.0	1.0	0.0	2.0	3.2169042e-05	0.0	1.0	41.0	0.080506682	1.2800974e-06	0.0
1.846646e+01	2.717188e-01	5.351286e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.962757512119424	1.0	1.0	0.081563659	0.01608877289712571	1.0	1.0	0.0	2.0	3.2969576e-05	0.0	1.0	41.0	0.08150617	1.3122592e-06	0.0
1.863766e+01	2.751151e-01	5.416026e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.012757510856318	1.0	1.0	0.082557589	0.01628356282297452	1.0	1.0	0.0	2.0	3.3779928e-05	0.0	1.0	41.0	0.082505658	1.3443317e-06	0.0
1.878326e+01	2.779766e-01	5.471567e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.062757509593212	1.0	1.0	0.083555572	0.01648145957625718	1.0	1.0	0.0	2.0	3.4600107e-05	0.0	1.0	41.0	0.083505146	1.3771178e-06	0.0
1.894326e+01	2.811972e-01	5.534741e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.112757508330105	1.0	1.0	0.084561393	0.01667878043587769	1.0	1.0	0.0	2.0	3.5430166e-05	0.0	1.0	41.0	0.084504627	1.4103809e-06	0.0
1.911326e+01	2.846470e-01	5.601352e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.162557507072052	1.0	1.0	0.085564882	0.01687572282085953	1.0	1.0	0.0	2.0	3.6266712e-05	0.0	1.0	41.0	0.085504107	1.4439693e-06	0.0
1.927266e+01	2.878294e-01	5.664374e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.212557505808945	1.0	1.0	0.086550541	0.01707259702272018	1.0	1.0	0.0	2.0	3.7116464e-05	0.0	1.0	41.0	0.086503603	1.4776425e-06	0.0
1.941286e+01	2.905801e-01	5.719341e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.262557504545839	1.0	1.0	0.087548517	0.01726853891051622	1.0	1.0	0.0	2.0	3.7976009e-05	0.0	1.0	41.0	0.087503083	1.511835e-06	0.0
1.958226e+01	2.939993e-01	5.785875e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.312557503282733	1.0	1.0	0.088560708	0.01746536389260581	1.0	1.0	0.0	2.0	3.8845399e-05	0.0	1.0	41.0	0.088502571	1.546745e-06	0.0
1.972206e+01	2.968150e-01	5.841835e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.362557502019627	1.0	1.0	0.08955209	0.01766389649990879	1.0	1.0	0.0	2.0	3.9724637e-05	0.0	1.0	41.0	0.089502059	1.5818389e-06	0.0
1.987286e+01	2.998140e-01	5.901079e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.41255750075652	1.0	1.0	0.090551339	0.01786000422995393	1.0	1.0	0.0	2.0	4.0613781e-05	0.0	1.0	41.0	0.090501539	1.6172473e-06	0.0
2.002246e+01	3.028474e-01	5.959978e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.462557499493414	1.0	1.0	0.091557153	0.01805633070654472	1.0	1.0	0.0	2.0	4.1512758e-05	0.0	1.0	41.0	0.091501027	1.6531862e-06	0.0
2.019206e+01	3.061749e-01	6.026664e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.512457498232834	1.0	1.0	0.09256018	0.01825193300021552	1.0	1.0	0.0	2.0	4.2419695e-05	0.0	1.0	41.0	0.092499182	1.6894022e-06	0.0
2.039226e+01	3.101787e-01	6.104306e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.562357496972254	1.0	1.0	0.093557343	0.0184493416217501	1.0	1.0	0.0	2.0	4.3336422e-05	0.0	1.0	41.0	0.093499996	1.7260713e-06	0.0
2.055186e+01	3.133917e-01	6.167748e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.612357495709148	1.0	1.0	0.094576553	0.01864321317299517	1.0	1.0	0.0	2.0	4.426478e-05	0.0	1.0	41.0	0.094499484	1.7632108e-06	0.0
2.073286e+01	3.170287e-01	6.237336e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.662357494446042	1.0	1.0	0.095566228	0.01884057341764367	1.0	1.0	0.0	2.0	4.5202927e-05	0.0	1.0	41.0	0.095498964	1.8005226e-06	0.0
2.088766e+01	3.201041e-01	6.298219e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.712357493182935	1.0	1.0	0.096547864	0.0190367805016986	1.0	1.0	0.0	2.0	4.6150893e-05	0.0	1.0	41.0	0.096498452	1.8379606e-06	0.0
2.104446e+01	3.232674e-01	6.365365e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.762357491919829	1.0	1.0	0.097561337	0.01923355240702496	1.0	1.0	0.0	2.0	4.7108653e-05	0.0	1.0	41.0	0.09749794	1.8764511e-06	0.0
2.120186e+01	3.264192e-01	6.423615e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.812357490656723	1.0	1.0	0.098571822	0.01942985561995386	1.0	1.0	0.0	2.0	4.8076268e-05	0.0	1.0	41.0	0.098497413	1.9152362e-06	0.0
2.135786e+01	3.294526e-01	6.482896e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.862357489393617	1.0	1.0	0.099555992	0.0196277802223685	1.0	1.0	0.0	2.0	4.9053746e-05	0.0	1.0	41.0	0.099496908	1.954063e-06	0.0
2.151566e+01	3.327152e-01	6.546758e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.912257488133037	1.0	1.0	0.1005495	0.01982589664394216	1.0	1.0	0.0	2.0	5.0039147e-05	0.0	1.0	41.0	0.10049595	1.9934841e-06	0.0
2.167166e+01	3.357792e-01	6.607719e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	9.962157486872457	1.0	1.0	0.10157105	0.0200225950684399	1.0	1.0	0.0	2.0	5.1034382e-05	0.0	1.0	41.0	0.10149588	2.0337159e-06	0.0
2.183026e+01	3.389806e-01	6.671771e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.01215748560935	1.0	1.0	0.10256349	0.02021683618012404	1.0	1.0	0.0	2.0	5.2041418e-05	0.0	1.0	41.0	0.10249536	2.0735092e-06	0.0
2.198866e+01	3.421248e-01	6.729563e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.062157484346244	1.0	1.0	0.10356952	0.02041473635903526	1.0	1.0	0.0	2.0	5.3058251e-05	0.0	1.0	41.0	0.10349485	2.1143444e-06	0.0
2.214546e+01	3.452881e-01	6.795029e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.112157483083138	1.0	1.0	0.10456134	0.02061254527264586	1.0	1.0	0.0	2.0	5.4084983e-05	0.0	1.0	41.0	0.10449433	2.1552755e-06	0.0
2.231726e+01	3.487073e-01	6.860379e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.162157481820032	1.0	1.0	0.10557523	0.02080939565698994	1.0	1.0	0.0	2.0	5.512156e-05	0.0	1.0	41.0	0.10549381	2.1969568e-06	0.0
2.249006e+01	3.521839e-01	6.931036e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.212157480556925	1.0	1.0	0.10655496	0.02100396539403675	1.0	1.0	0.0	2.0	5.6167937e-05	0.0	1.0	41.0	0.1064933	2.2380766e-06	0.0
2.264646e+01	3.552822e-01	6.990355e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.262157479293819	1.0	1.0	0.10755972	0.0212013383193321	1.0	1.0	0.0	2.0	5.7224104e-05	0.0	1.0	41.0	0.1074928	2.2804099e-06	0.0
2.280566e+01	3.584455e-01	7.053683e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.312057478033239	1.0	1.0	0.10856021	0.02139749884005626	1.0	1.0	0.0	2.0	5.8287995e-05	0.0	1.0	41.0	0.10849317	2.322917e-06	0.0
2.296246e+01	3.616088e-01	7.113536e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.361957476772659	1.0	1.0	0.10955437	0.02159494366626157	1.0	1.0	0.0	2.0	5.9361719e-05	0.0	1.0	41.0	0.10949176	2.3658206e-06	0.0
2.313606e+01	3.650510e-01	7.182208e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.411957475509553	1.0	1.0	0.11055299	0.0217911666560987	1.0	1.0	0.0	2.0	6.0447448e-05	0.0	1.0	41.0	0.11049125	2.4090787e-06	0.0
2.330406e+01	3.684741e-01	7.252673e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.461957474246447	1.0	1.0	0.11154713	0.0219877112281715	1.0	1.0	0.0	2.0	6.1542974e-05	0.0	1.0	41.0	0.11149073	2.4526662e-06	0.0
2.349146e+01	3.721646e-01	7.322491e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.51195747298334	1.0	1.0	0.11256208	0.02218406274052403	1.0	1.0	0.0	2.0	6.2648309e-05	0.0	1.0	41.0	0.11249021	2.4970843e-06	0.0
2.364946e+01	3.754081e-01	7.386467e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.561957471720234	1.0	1.0	0.11356325	0.02238110459142328	1.0	1.0	0.0	2.0	6.3763444e-05	0.0	1.0	41.0	0.11348971	2.5416712e-06	0.0
2.380506e+01	3.784720e-01	7.446091e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.611957470457128	1.0	1.0	0.11455908	0.02257436900011578	1.0	1.0	0.0	2.0	6.4888358e-05	0.0	1.0	41.0	0.11448919	2.5860991e-06	0.0
2.396106e+01	3.815627e-01	7.507167e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.661957469194022	1.0	1.0	0.11557319	0.02277120034408725	1.0	1.0	0.0	2.0	6.6023043e-05	0.0	1.0	41.0	0.11548868	2.6317402e-06	0.0
2.411906e+01	3.847031e-01	7.570608e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.711857467933442	1.0	1.0	0.11656509	0.0229674798829522	1.0	1.0	0.0	2.0	6.7165303e-05	0.0	1.0	41.0	0.11648995	2.6772063e-06	0.0
2.429146e+01	3.881758e-01	7.636226e-02	1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	10.761757466672861	1.0	1.0	0.11756298	0.02316429262066745	1.0	1.0	0.0	2.0	6.8317342e-05	0.0	1.0	41.0	0.11748764	2.7232632e-06	0.0
