2.156243e+01	4.449417e-01	8.756226e-02	1	3.883883e+01	4.410000e-06	3.902713e+01	0.000000e+00	3.902713e+01	-2.900000e-02	3.907423e+01	0.000000e+00	3.907423e+01	-1.900000e-02	3.912134e+01	1.040000e+03	3.912134e+01	9.921317e+02	3.888625e+01	1.620000e-03	3.893306e+01	2.480000e-02	3.898027e+01	1.280000e-03	5.429387e+01	3.394329e-12	5.436887e+01	6.654123e-16	5.444287e+01	2.227439e-11	5.462486e+01	4.680123e-10	5.469986e+01	1.018711e-10	5.477386e+01	7.047982e-12	5.484886e+01	5.414871e-13	
2.170203e+01	4.476580e-01	8.806536e-02	1	3.929420e+01	4.410000e-06	3.951386e+01	0.000000e+00	3.951386e+01	-2.900000e-02	3.956081e+01	0.000000e+00	3.956081e+01	-1.900000e-02	3.960849e+01	1.040000e+03	3.960849e+01	9.921317e+02	3.934121e+01	1.620000e-03	3.940325e+01	2.480000e-02	3.946595e+01	1.270000e-03	5.496288e+01	3.396107e-12	5.503788e+01	1.130756e-14	5.511188e+01	2.229220e-11	5.529387e+01	4.668003e-10	5.536786e+01	1.013522e-10	5.544286e+01	7.060776e-12	5.551686e+01	5.489188e-13	
2.186163e+01	4.509282e-01	8.876887e-02	1	3.979749e+01	4.410000e-06	3.998627e+01	0.000000e+00	3.998627e+01	-2.900000e-02	4.003416e+01	0.000000e+00	4.003416e+01	-1.900000e-02	4.008226e+01	1.040000e+03	4.008226e+01	9.921184e+02	3.984443e+01	1.610000e-03	3.989185e+01	2.490000e-02	3.993898e+01	1.270000e-03	5.563279e+01	3.401461e-12	5.570778e+01	1.452325e-14	5.578178e+01	2.220658e-11	5.596377e+01	4.662646e-10	5.603777e+01	1.019330e-10	5.611276e+01	7.046512e-12	5.618676e+01	5.375870e-13	
2.198483e+01	4.533466e-01	8.918953e-02	1	4.028695e+01	4.410000e-06	4.048891e+01	0.000000e+00	4.048891e+01	-2.900000e-02	4.053564e+01	0.000000e+00	4.053564e+01	-1.900000e-02	4.058209e+01	1.040000e+03	4.058209e+01	9.921184e+02	4.033307e+01	1.610000e-03	4.038047e+01	2.490000e-02	4.044226e+01	1.270000e-03	5.630275e+01	3.369474e-12	5.637675e+01	1.036797e-14	5.645175e+01	2.217075e-11	5.663274e+01	4.647820e-10	5.670773e+01	1.015823e-10	5.678173e+01	7.113556e-12	5.685672e+01	5.441236e-13	
2.213203e+01	4.563837e-01	8.976746e-02	1	4.078432e+01	4.410000e-06	4.098523e+01	0.000000e+00	4.098523e+01	-2.900000e-02	4.103200e+01	0.000000e+00	4.103200e+01	-1.900000e-02	4.107969e+01	1.040000e+03	4.107969e+01	9.921184e+02	4.083022e+01	1.610000e-03	4.087651e+01	2.490000e-02	4.093844e+01	1.270000e-03	5.697225e+01	3.384172e-12	5.704624e+01	1.189481e-14	5.712124e+01	2.221296e-11	5.730223e+01	4.673474e-10	5.737722e+01	1.017831e-10	5.745122e+01	7.013412e-12	5.752621e+01	5.519684e-13	
2.231123e+01	4.600131e-01	9.052555e-02	1	4.126659e+01	4.400000e-06	4.145607e+01	0.000000e+00	4.145607e+01	-2.900000e-02	4.150232e+01	0.000000e+00	4.150232e+01	-1.900000e-02	4.155031e+01	1.040000e+03	4.155031e+01	9.921184e+02	4.131403e+01	1.620000e-03	4.136157e+01	2.490000e-02	4.140854e+01	1.270000e-03	5.763711e+01	3.406965e-12	5.771210e+01	2.790442e-15	5.778609e+01	2.212364e-11	5.796806e+01	4.674065e-10	5.804305e+01	1.016900e-10	5.811704e+01	7.083752e-12	5.819203e+01	5.506400e-13	
2.246523e+01	4.629548e-01	9.110424e-02	1	4.173530e+01	4.400000e-06	4.193666e+01	0.000000e+00	4.193666e+01	-2.900000e-02	4.198397e+01	0.000000e+00	4.198397e+01	-1.900000e-02	4.202986e+01	1.040000e+03	4.202986e+01	9.921184e+02	4.179648e+01	1.620000e-03	4.184427e+01	2.490000e-02	4.188962e+01	1.270000e-03	5.830702e+01	3.410675e-12	5.838201e+01	9.837417e-15	5.845600e+01	2.218190e-11	5.863798e+01	4.652756e-10	5.871197e+01	1.014891e-10	5.878696e+01	7.067844e-12	5.886095e+01	5.398671e-13	
2.260883e+01	4.660455e-01	9.179248e-02	1	4.220413e+01	4.400000e-06	4.243707e+01	0.000000e+00	4.243707e+01	-2.900000e-02	4.248393e+01	0.000000e+00	4.248393e+01	-1.900000e-02	4.253179e+01	1.040000e+03	4.253179e+01	9.921184e+02	4.226630e+01	1.620000e-03	4.232868e+01	2.490000e-02	4.239092e+01	1.270000e-03	5.898224e+01	3.384982e-12	5.905724e+01	1.557220e-14	5.913123e+01	2.206555e-11	5.931323e+01	4.673322e-10	5.938722e+01	1.008667e-10	5.946222e+01	7.056601e-12	5.953622e+01	5.430746e-13	
2.278003e+01	4.693922e-01	9.233262e-02	1	4.272027e+01	4.400000e-06	4.290795e+01	0.000000e+00	4.290795e+01	-2.900000e-02	4.297002e+01	0.000000e+00	4.297002e+01	-2.000000e-02	4.301581e+01	1.040000e+03	4.301581e+01	9.921317e+02	4.276672e+01	1.610000e-03	4.281353e+01	2.500000e-02	4.286132e+01	1.270000e-03	5.965050e+01	3.380980e-12	5.972449e+01	3.211233e-14	5.979949e+01	2.200788e-11	5.998047e+01	4.651855e-10	6.005547e+01	1.013978e-10	6.012946e+01	7.035427e-12	6.020446e+01	5.329497e-13	
2.295223e+01	4.726510e-01	9.297810e-02	1	4.320245e+01	4.400000e-06	4.339034e+01	0.000000e+00	4.339034e+01	-2.900000e-02	4.343603e+01	0.000000e+00	4.343603e+01	-1.900000e-02	4.348327e+01	1.040000e+03	4.348327e+01	9.921317e+02	4.324943e+01	1.610000e-03	4.329661e+01	2.500000e-02	4.334312e+01	1.270000e-03	6.032045e+01	3.393211e-12	6.039445e+01	2.199138e-16	6.046944e+01	2.191574e-11	6.065043e+01	4.667982e-10	6.072542e+01	1.020467e-10	6.079942e+01	7.075603e-12	6.087441e+01	5.378421e-13	
2.310763e+01	4.755965e-01	9.358504e-02	1	4.367129e+01	4.400000e-06	4.385754e+01	0.000000e+00	4.385754e+01	-2.900000e-02	4.390430e+01	0.000000e+00	4.390430e+01	-1.900000e-02	4.395087e+01	1.040000e+03	4.395087e+01	9.921317e+02	4.371836e+01	1.610000e-03	4.376339e+01	2.500000e-02	4.381072e+01	1.270000e-03	6.099103e+01	3.374326e-12	6.106603e+01	5.046284e-15	6.114002e+01	2.190105e-11	6.132202e+01	4.649089e-10	6.139701e+01	1.010444e-10	6.147101e+01	7.091322e-12	6.154601e+01	5.374735e-13	
2.326303e+01	4.789776e-01	9.423549e-02	1	4.412294e+01	4.400000e-06	4.432464e+01	0.000000e+00	4.432464e+01	-2.900000e-02	4.437164e+01	0.000000e+00	4.437164e+01	-1.900000e-02	4.441844e+01	1.040000e+03	4.441844e+01	9.921584e+02	4.418537e+01	1.610000e-03	4.423138e+01	2.500000e-02	4.427788e+01	1.270000e-03	6.166098e+01	3.387784e-12	6.173598e+01	1.380640e-14	6.180998e+01	2.196581e-11	6.199197e+01	4.670792e-10	6.206597e+01	1.018364e-10	6.214096e+01	7.051806e-12	6.221496e+01	5.348613e-13	
2.342163e+01	4.819842e-01	9.482639e-02	1	4.460539e+01	4.400000e-06	4.480762e+01	0.000000e+00	4.480762e+01	-2.900000e-02	4.485431e+01	0.000000e+00	4.485431e+01	-1.900000e-02	4.490141e+01	1.040000e+03	4.490141e+01	9.921717e+02	4.465254e+01	1.610000e-03	4.469837e+01	2.500000e-02	4.476117e+01	1.270000e-03	6.232656e+01	3.385690e-12	6.240155e+01	4.697984e-15	6.247554e+01	2.186917e-11	6.265752e+01	4.661331e-10	6.273151e+01	1.021543e-10	6.280650e+01	7.091767e-12	6.288050e+01	5.387452e-13	
2.357743e+01	4.852621e-01	9.550624e-02	1	4.508973e+01	4.400000e-06	4.527859e+01	0.000000e+00	4.527859e+01	-2.900000e-02	4.532531e+01	0.000000e+00	4.532531e+01	-1.900000e-02	4.537225e+01	1.040000e+03	4.537225e+01	9.921584e+02	4.513603e+01	1.610000e-03	4.518343e+01	2.500000e-02	4.523037e+01	1.270000e-03	6.299648e+01	3.368571e-12	6.307047e+01	8.914019e-15	6.314547e+01	2.180153e-11	6.332645e+01	4.671895e-10	6.340144e+01	1.016402e-10	6.347543e+01	7.070711e-12	6.355042e+01	5.257245e-13	
2.374843e+01	4.886966e-01	9.615897e-02	1	4.555990e+01	4.400000e-06	4.576211e+01	0.000000e+00	4.576211e+01	-2.900000e-02	4.580823e+01	0.000000e+00	4.580823e+01	-1.900000e-02	4.585563e+01	1.040000e+03	4.585563e+01	9.921451e+02	4.562246e+01	1.610000e-03	4.566815e+01	2.510000e-02	4.571554e+01	1.270000e-03	6.366509e+01	3.377137e-12	6.373908e+01	1.351075e-14	6.381407e+01	2.183285e-11	6.399505e+01	4.659734e-10	6.407004e+01	1.014621e-10	6.414403e+01	7.076393e-12	6.421902e+01	5.332372e-13	
2.390343e+01	4.916689e-01	9.672278e-02	1	4.604427e+01	4.400000e-06	4.626184e+01	0.000000e+00	4.626184e+01	-2.900000e-02	4.630966e+01	0.000000e+00	4.630966e+01	-1.900000e-02	4.635499e+01	1.040000e+03	4.635499e+01	9.921584e+02	4.609134e+01	1.610000e-03	4.615288e+01	2.510000e-02	4.621562e+01	1.270000e-03	6.433955e+01	3.373091e-12	6.441455e+01	7.472224e-15	6.448854e+01	2.185172e-11	6.467053e+01	4.652455e-10	6.474553e+01	1.014166e-10	6.481953e+01	7.059112e-12	6.489452e+01	5.241531e-13	
2.407623e+01	4.953747e-01	9.746867e-02	1	4.654318e+01	4.400000e-06	4.673215e+01	0.000000e+00	4.673215e+01	-2.900000e-02	4.677905e+01	0.000000e+00	4.677905e+01	-1.900000e-02	4.684105e+01	1.040000e+03	4.684105e+01	9.921184e+02	4.659095e+01	1.610000e-03	4.663884e+01	2.510000e-02	4.668538e+01	1.270000e-03	6.500952e+01	3.376128e-12	6.508451e+01	2.758038e-16	6.515851e+01	2.178488e-11	6.534050e+01	4.658509e-10	6.541450e+01	1.017846e-10	6.548949e+01	7.047829e-12	6.556349e+01	5.248416e-13	
2.421823e+01	4.980375e-01	9.795193e-02	1	4.703032e+01	4.400000e-06	4.721556e+01	0.000000e+00	4.721556e+01	-2.900000e-02	4.726263e+01	0.000000e+00	4.726263e+01	-2.000000e-02	4.730997e+01	1.040000e+03	4.730997e+01	9.921184e+02	4.707770e+01	1.610000e-03	4.712314e+01	2.510000e-02	4.716947e+01	1.270000e-03	6.567913e+01	3.360949e-12	6.575412e+01	4.264634e-16	6.582812e+01	2.174890e-11	6.601011e+01	4.678721e-10	6.608410e+01	1.020387e-10	6.615910e+01	7.048930e-12	6.623310e+01	5.332494e-13	
2.440503e+01	5.016516e-01	9.867758e-02	1	4.748152e+01	4.400000e-06	4.770243e+01	0.000000e+00	4.770243e+01	-2.900000e-02	4.775022e+01	0.000000e+00	4.775022e+01	-1.900000e-02	4.779782e+01	1.040000e+03	4.779782e+01	9.921184e+02	4.752975e+01	1.610000e-03	4.759300e+01	2.510000e-02	4.765533e+01	1.270000e-03	6.634882e+01	3.375886e-12	6.642281e+01	3.438436e-16	6.649781e+01	2.178200e-11	6.667880e+01	4.658108e-10	6.675379e+01	1.022310e-10	6.682779e+01	7.066799e-12	6.690279e+01	5.190421e-13	
2.456143e+01	5.050021e-01	9.935169e-02	1	4.798666e+01	4.400000e-06	4.817542e+01	0.000000e+00	4.817542e+01	-2.900000e-02	4.822317e+01	0.000000e+00	4.822317e+01	-1.900000e-02	4.826980e+01	1.040000e+03	4.826980e+01	9.921051e+02	4.803400e+01	1.610000e-03	4.808188e+01	2.510000e-02	4.812903e+01	1.270000e-03	6.701889e+01	3.372111e-12	6.709288e+01	3.794835e-16	6.716788e+01	2.168865e-11	6.734887e+01	4.651736e-10	6.742386e+01	1.018458e-10	6.749786e+01	7.053013e-12	6.757285e+01	5.271096e-13	
2.473243e+01	5.081921e-01	9.998077e-02	1	4.847169e+01	4.400000e-06	4.867964e+01	0.000000e+00	4.867964e+01	-2.900000e-02	4.871961e+01	0.000000e+00	4.871961e+01	-1.900000e-02	4.877976e+01	1.040000e+03	4.877976e+01	9.921051e+02	4.853439e+01	1.610000e-03	4.858080e+01	2.510000e-02	4.862669e+01	1.270000e-03	6.768785e+01	3.354461e-12	6.776284e+01	1.332040e-14	6.783684e+01	2.160318e-11	6.801883e+01	4.662036e-10	6.809383e+01	1.019996e-10	6.816782e+01	7.048906e-12	6.824282e+01	5.217069e-13	
2.487323e+01	5.109046e-01	1.005175e-01	1	4.896005e+01	4.400000e-06	4.918969e+01	0.000000e+00	4.918969e+01	-2.900000e-02	4.922978e+01	0.000000e+00	4.922978e+01	-1.900000e-02	4.928969e+01	1.040000e+03	4.928969e+01	9.921051e+02	4.901996e+01	1.610000e-03	4.906996e+01	2.520000e-02	4.912980e+01	1.270000e-03	6.835770e+01	3.352760e-12	6.843269e+01	1.065146e-16	6.850669e+01	2.162108e-11	6.868868e+01	4.664161e-10	6.876267e+01	1.018343e-10	6.883767e+01	7.053020e-12	6.891166e+01	5.292237e-13	
2.502943e+01	5.144499e-01	1.012229e-01	1	4.946970e+01	4.400000e-06	4.965914e+01	0.000000e+00	4.965914e+01	-2.900000e-02	4.970605e+01	0.000000e+00	4.970605e+01	-1.900000e-02	4.975323e+01	1.040000e+03	4.975323e+01	9.921051e+02	4.951948e+01	1.610000e-03	4.956411e+01	2.520000e-02	4.961206e+01	1.270000e-03	6.902819e+01	3.367186e-12	6.910318e+01	9.910315e-15	6.917718e+01	2.157560e-11	6.935917e+01	4.664226e-10	6.943317e+01	1.020349e-10	6.950816e+01	7.040118e-12	6.958216e+01	5.218933e-13	
2.518683e+01	5.171776e-01	1.017164e-01	1	4.994282e+01	4.400000e-06	5.014814e+01	0.000000e+00	5.014814e+01	-2.900000e-02	5.019539e+01	0.000000e+00	5.019539e+01	-1.900000e-02	5.024282e+01	1.040000e+03	5.024282e+01	9.921051e+02	5.000606e+01	1.610000e-03	5.005283e+01	2.520000e-02	5.010033e+01	1.270000e-03	6.969815e+01	3.349690e-12	6.977215e+01	1.060691e-14	6.984715e+01	2.155428e-11	7.002814e+01	4.671761e-10	7.010313e+01	1.018073e-10	7.017713e+01	7.032471e-12	7.025213e+01	5.198359e-13	
2.535703e+01	5.210363e-01	1.026326e-01	1	5.043089e+01	4.400000e-06	5.062073e+01	0.000000e+00	5.062073e+01	-2.900000e-02	5.066781e+01	0.000000e+00	5.066781e+01	-1.900000e-02	5.071405e+01	1.040000e+03	5.071405e+01	9.921051e+02	5.047832e+01	1.610000e-03	5.052522e+01	2.520000e-02	5.057291e+01	1.270000e-03	7.036772e+01	3.357389e-12	7.044171e+01	7.808373e-15	7.051671e+01	2.159872e-11	7.069770e+01	4.668654e-10	7.077270e+01	1.016048e-10	7.084669e+01	7.109506e-12	7.092169e+01	5.122097e-13	
2.551343e+01	5.239016e-01	1.030628e-01	1	5.090097e+01	4.400000e-06	5.109263e+01	0.000000e+00	5.109263e+01	-2.900000e-02	5.113942e+01	0.000000e+00	5.113942e+01	-1.900000e-02	5.118676e+01	1.040000e+03	5.118676e+01	9.921051e+02	5.094885e+01	1.610000e-03	5.099721e+01	2.520000e-02	5.104446e+01	1.270000e-03	7.103631e+01	3.350273e-12	7.111131e+01	4.048817e-19	7.118531e+01	2.154658e-11	7.136729e+01	4.651576e-10	7.144229e+01	1.017102e-10	7.151629e+01	7.073197e-12	7.159128e+01	5.219905e-13	
2.568443e+01	5.273895e-01	1.037377e-01	1	5.137645e+01	4.400000e-06	5.156359e+01	0.000000e+00	5.156359e+01	-2.900000e-02	5.161046e+01	0.000000e+00	5.161046e+01	-2.000000e-02	5.165750e+01	1.040000e+03	5.165750e+01	9.921317e+02	5.142287e+01	1.610000e-03	5.146998e+01	2.520000e-02	5.151672e+01	1.270000e-03	7.170627e+01	3.365692e-12	7.178127e+01	1.985303e-14	7.185526e+01	2.161099e-11	7.203725e+01	4.688188e-10	7.211125e+01	1.011626e-10	7.218624e+01	7.010322e-12	7.226024e+01	5.195888e-13	
2.583963e+01	5.303198e-01	1.043068e-01	1	5.184297e+01	4.400000e-06	5.205299e+01	0.000000e+00	5.205299e+01	-2.900000e-02	5.209299e+01	0.000000e+00	5.209299e+01	-1.900000e-02	5.215311e+01	1.040000e+03	5.215311e+01	9.921317e+02	5.190275e+01	1.610000e-03	5.195303e+01	2.520000e-02	5.199317e+01	1.270000e-03	7.237698e+01	3.359398e-12	7.245197e+01	1.344595e-14	7.252597e+01	2.138086e-11	7.270796e+01	4.653153e-10	7.278196e+01	1.011386e-10	7.285695e+01	7.091880e-12	7.293095e+01	5.222537e-13	
2.599483e+01	5.336015e-01	1.049622e-01	1	5.233308e+01	4.400000e-06	5.255271e+01	0.000000e+00	5.255271e+01	-2.900000e-02	5.259978e+01	0.000000e+00	5.259978e+01	-2.000000e-02	5.264773e+01	1.040000e+03	5.264773e+01	9.921184e+02	5.239297e+01	1.610000e-03	5.245306e+01	2.530000e-02	5.249279e+01	1.270000e-03	7.304659e+01	3.349994e-12	7.312059e+01	5.969679e-15	7.319558e+01	2.143251e-11	7.337657e+01	4.639055e-10	7.345157e+01	1.017776e-10	7.352557e+01	7.024708e-12	7.360056e+01	5.444881e-13	
2.614983e+01	5.366235e-01	1.055714e-01	1	5.283431e+01	4.400000e-06	5.302234e+01	0.000000e+00	5.302234e+01	-2.900000e-02	5.307023e+01	0.000000e+00	5.307023e+01	-1.900000e-02	5.311668e+01	1.040000e+03	5.311668e+01	9.921051e+02	5.288171e+01	1.610000e-03	5.292856e+01	2.530000e-02	5.297542e+01	1.270000e-03	7.371719e+01	3.355385e-12	7.379119e+01	7.277824e-15	7.386619e+01	2.149285e-11	7.404718e+01	4.653773e-10	7.412217e+01	1.010548e-10	7.419617e+01	7.041827e-12	7.427117e+01	5.256111e-13	
2.632063e+01	5.399243e-01	1.062047e-01	1	5.328940e+01	4.400000e-06	5.350669e+01	0.000000e+00	5.350669e+01	-2.900000e-02	5.355306e+01	0.000000e+00	5.355306e+01	-1.900000e-02	5.360025e+01	1.040000e+03	5.360025e+01	9.921317e+02	5.335017e+01	1.610000e-03	5.339736e+01	2.530000e-02	5.345870e+01	1.270000e-03	7.438616e+01	3.339986e-12	7.446116e+01	2.520306e-14	7.453515e+01	2.134006e-11	7.471715e+01	4.665635e-10	7.479214e+01	1.016154e-10	7.486614e+01	7.056868e-12	7.494114e+01	5.296368e-13	
2.649243e+01	5.435842e-01	1.069651e-01	1	5.377992e+01	4.400000e-06	5.398008e+01	0.000000e+00	5.398008e+01	-2.900000e-02	5.403984e+01	0.000000e+00	5.403984e+01	-1.900000e-02	5.408005e+01	1.040000e+03	5.408005e+01	9.921184e+02	5.381990e+01	1.610000e-03	5.387991e+01	2.530000e-02	5.393984e+01	1.270000e-03	7.505599e+01	3.356304e-12	7.513099e+01	1.441795e-14	7.520498e+01	2.135645e-11	7.538697e+01	4.649849e-10	7.546097e+01	1.012209e-10	7.553597e+01	7.060031e-12	7.560996e+01	5.217029e-13	
2.664963e+01	5.465794e-01	1.075133e-01	1	5.426015e+01	4.400000e-06	5.446006e+01	0.000000e+00	5.446006e+01	-2.900000e-02	5.451981e+01	0.000000e+00	5.451981e+01	-2.000000e-02	5.455999e+01	1.040000e+03	5.455999e+01	9.921184e+02	5.429996e+01	1.610000e-03	5.435990e+01	2.530000e-02	5.442018e+01	1.270000e-03	7.572550e+01	3.330979e-12	7.580050e+01	6.799926e-15	7.587449e+01	2.122760e-11	7.605648e+01	4.673656e-10	7.613048e+01	1.014018e-10	7.620548e+01	7.086077e-12	7.627947e+01	5.414952e-13	
2.680563e+01	5.495249e-01	1.081064e-01	1	5.474243e+01	4.400000e-06	5.496041e+01	0.000000e+00	5.496041e+01	-2.900000e-02	5.500767e+01	0.000000e+00	5.500767e+01	-2.000000e-02	5.505443e+01	1.040000e+03	5.505443e+01	9.921184e+02	5.480528e+01	1.610000e-03	5.485191e+01	2.530000e-02	5.491439e+01	1.270000e-03	7.639575e+01	3.340918e-12	7.646975e+01	2.124217e-14	7.654475e+01	2.127529e-11	7.672574e+01	4.667358e-10	7.680073e+01	1.013723e-10	7.687473e+01	7.093375e-12	7.694972e+01	5.269395e-13	
2.696363e+01	5.529366e-01	1.087760e-01	1	5.524148e+01	4.400000e-06	5.544523e+01	0.000000e+00	5.544523e+01	-2.900000e-02	5.549242e+01	0.000000e+00	5.549242e+01	-1.900000e-02	5.553883e+01	1.040000e+03	5.553883e+01	9.921051e+02	5.528870e+01	1.610000e-03	5.533539e+01	2.540000e-02	5.539832e+01	1.270000e-03	7.706572e+01	3.336787e-12	7.713971e+01	1.377400e-14	7.721471e+01	2.123291e-11	7.739570e+01	4.642767e-10	7.747070e+01	1.015428e-10	7.754469e+01	7.107809e-12	7.761969e+01	5.255626e-13	
2.710743e+01	5.560081e-01	1.094257e-01	1	5.572659e+01	4.400000e-06	5.591198e+01	0.000000e+00	5.591198e+01	-2.900000e-02	5.597436e+01	0.000000e+00	5.597436e+01	-1.900000e-02	5.602087e+01	1.040000e+03	5.602087e+01	9.921051e+02	5.577214e+01	1.610000e-03	5.581854e+01	2.540000e-02	5.586545e+01	1.270000e-03	7.773428e+01	3.344271e-12	7.780927e+01	2.442140e-16	7.788327e+01	2.119512e-11	7.806526e+01	4.682179e-10	7.814025e+01	1.021465e-10	7.821425e+01	7.028073e-12	7.828925e+01	5.445003e-13	
2.725843e+01	5.586824e-01	1.100303e-01	1	5.620827e+01	4.400000e-06	5.639636e+01	0.000000e+00	5.639636e+01	-2.900000e-02	5.644221e+01	0.000000e+00	5.644221e+01	-1.900000e-02	5.648928e+01	1.040000e+03	5.648928e+01	9.921184e+02	5.625522e+01	1.610000e-03	5.630242e+01	2.540000e-02	5.635011e+01	1.270000e-03	7.840462e+01	3.337492e-12	7.847961e+01	7.735469e-16	7.855361e+01	2.124674e-11	7.873560e+01	4.650799e-10	7.880960e+01	1.017090e-10	7.888459e+01	7.016368e-12	7.895859e+01	5.250684e-13	
2.738163e+01	5.614063e-01	1.105305e-01	1	5.669259e+01	4.400000e-06	5.689547e+01	0.000000e+00	5.689547e+01	-2.900000e-02	5.694217e+01	0.000000e+00	5.694217e+01	-1.900000e-02	5.698883e+01	1.040000e+03	5.698883e+01	9.920784e+02	5.673883e+01	1.610000e-03	5.680148e+01	2.540000e-02	5.684839e+01	1.270000e-03	7.907458e+01	3.327577e-12	7.914958e+01	2.992938e-15	7.922357e+01	2.118947e-11	7.940557e+01	4.685484e-10	7.947956e+01	1.010015e-10	7.955456e+01	7.077912e-12	7.962855e+01	5.198034e-13	
2.755483e+01	5.646307e-01	1.112170e-01	1	5.717811e+01	4.400000e-06	5.736678e+01	0.000000e+00	5.736678e+01	-2.900000e-02	5.741362e+01	0.000000e+00	5.741362e+01	-1.900000e-02	5.745974e+01	1.040000e+03	5.745974e+01	9.921184e+02	5.722534e+01	1.610000e-03	5.727235e+01	2.540000e-02	5.731998e+01	1.270000e-03	7.974385e+01	3.319380e-12	7.981785e+01	1.246990e-14	7.989284e+01	2.117645e-11	8.007383e+01	4.685899e-10	8.014883e+01	1.014487e-10	8.022282e+01	7.024777e-12	8.029782e+01	5.290536e-13	
2.771023e+01	5.679430e-01	1.118577e-01	1	5.764763e+01	4.400000e-06	5.783444e+01	0.000000e+00	5.783444e+01	-2.900000e-02	5.788191e+01	0.000000e+00	5.788191e+01	-1.900000e-02	5.792801e+01	1.040000e+03	5.792801e+01	9.921184e+02	5.769424e+01	1.610000e-03	5.774115e+01	2.540000e-02	5.778801e+01	1.270000e-03	8.041441e+01	3.327853e-12	8.048840e+01	1.371730e-14	8.056340e+01	2.112503e-11	8.074439e+01	4.677594e-10	8.081939e+01	1.021084e-10	8.089338e+01	6.997544e-12	8.096838e+01	5.145547e-13	
2.786763e+01	5.708886e-01	1.124069e-01	1	5.811394e+01	4.390000e-06	5.830274e+01	0.000000e+00	5.830274e+01	-2.900000e-02	5.834887e+01	0.000000e+00	5.834887e+01	-1.900000e-02	5.839461e+01	1.040000e+03	5.839461e+01	9.921051e+02	5.816127e+01	1.610000e-03	5.820815e+01	2.550000e-02	5.825526e+01	1.270000e-03	8.107595e+01	3.332376e-12	8.115094e+01	1.132376e-14	8.122493e+01	2.112069e-11	8.140690e+01	4.664652e-10	8.148189e+01	1.016686e-10	8.155588e+01	7.030110e-12	8.163087e+01	5.254451e-13	
2.803763e+01	5.743575e-01	1.130705e-01	1	5.859735e+01	4.390000e-06	5.879604e+01	0.000000e+00	5.879604e+01	-2.900000e-02	5.885621e+01	0.000000e+00	5.885621e+01	-2.000000e-02	5.891621e+01	1.040000e+03	5.891621e+01	9.921051e+02	5.865979e+01	1.610000e-03	5.870680e+01	2.550000e-02	5.875631e+01	1.270000e-03	8.174585e+01	3.317509e-12	8.182084e+01	7.083424e-15	8.189483e+01	2.112695e-11	8.207681e+01	4.637250e-10	8.215079e+01	1.015849e-10	8.222578e+01	7.102026e-12	8.229977e+01	5.137527e-13	
2.819403e+01	5.776812e-01	1.137684e-01	1	5.910590e+01	4.390000e-06	5.932095e+01	0.000000e+00	5.932095e+01	-2.900000e-02	5.936879e+01	0.000000e+00	5.936879e+01	-1.900000e-02	5.941666e+01	1.040000e+03	5.941666e+01	9.921051e+02	5.916609e+01	1.610000e-03	5.922584e+01	2.550000e-02	5.927608e+01	1.270000e-03	8.242314e+01	3.329392e-12	8.249814e+01	4.353733e-15	8.257213e+01	2.103641e-11	8.275412e+01	4.684989e-10	8.282812e+01	1.018716e-10	8.290311e+01	7.025537e-12	8.297711e+01	5.378502e-13	
2.834963e+01	5.805770e-01	1.143138e-01	1	5.959767e+01	4.390000e-06	5.978261e+01	0.000000e+00	5.978261e+01	-2.900000e-02	5.984551e+01	0.000000e+00	5.984551e+01	-1.900000e-02	5.989240e+01	1.040000e+03	5.989240e+01	9.921051e+02	5.964291e+01	1.610000e-03	5.969013e+01	2.550000e-02	5.973600e+01	1.270000e-03	8.309351e+01	3.311094e-12	8.316750e+01	7.537021e-15	8.324250e+01	2.104342e-11	8.342349e+01	4.681210e-10	8.349849e+01	1.018731e-10	8.357248e+01	7.042912e-12	8.364748e+01	5.251899e-13	
2.850723e+01	5.839466e-01	1.149888e-01	1	6.008122e+01	4.390000e-06	6.027154e+01	0.000000e+00	6.027154e+01	-2.900000e-02	6.031743e+01	0.000000e+00	6.031743e+01	-1.900000e-02	6.036410e+01	1.040000e+03	6.036410e+01	9.921051e+02	6.012959e+01	1.610000e-03	6.017749e+01	2.550000e-02	6.022447e+01	1.270000e-03	8.376347e+01	3.320413e-12	8.383747e+01	1.401297e-16	8.391247e+01	2.095432e-11	8.409346e+01	4.652689e-10	8.416845e+01	1.008425e-10	8.424245e+01	7.047792e-12	8.431745e+01	5.137892e-13	
2.866363e+01	5.868960e-01	1.155457e-01	1	6.053548e+01	4.390000e-06	6.075447e+01	0.000000e+00	6.075447e+01	-2.900000e-02	6.080264e+01	0.000000e+00	6.080264e+01	-1.900000e-02	6.085093e+01	1.040000e+03	6.085093e+01	9.921051e+02	6.058283e+01	1.610000e-03	6.064397e+01	2.550000e-02	6.070711e+01	1.270000e-03	8.443254e+01	3.306687e-12	8.450754e+01	1.099571e-15	8.458154e+01	2.097471e-11	8.476353e+01	4.648095e-10	8.483852e+01	1.018511e-10	8.491252e+01	7.026048e-12	8.498752e+01	5.141739e-13	
